key,nodes,strategy,geo,round,seconds,coverage
50-replication-geo,50,replication,1,8,240,0.477
50-replication-geo,50,replication,1,9,270,0.5148
50-replication-geo,50,replication,1,10,300,0.538
50-replication-geo,50,replication,1,11,330,0.5567
50-replication-geo,50,replication,1,12,360,0.575
50-replication-geo,50,replication,1,13,390,0.5891
50-replication-geo,50,replication,1,14,420,0.6022
50-replication-geo,50,replication,1,15,450,0.611
50-replication-geo,50,replication,1,16,480,0.613
50-replication-geo,50,replication,1,17,510,0.6134
50-replication-geo,50,replication,1,18,540,0.6134
50-replication-geo,50,replication,1,19,570,0.6134
50-replication-geo,50,replication,1,20,600,0.6134
50-replication-geo,50,replication,1,21,630,0.6134
50-replication-geo,50,replication,1,22,660,0.6134
50-replication-geo,50,replication,1,23,690,0.6134
50-replication,50,replication,0,0,0,0.0195
50-replication,50,replication,0,1,30,0.069
50-replication,50,replication,0,2,60,0.1493
50-replication,50,replication,0,3,90,0.2226
50-replication,50,replication,0,4,120,0.2952
50-replication,50,replication,0,5,150,0.3608
50-replication,50,replication,0,6,180,0.4671
50-replication,50,replication,0,7,210,0.5645
50-replication,50,replication,0,8,240,0.6319
50-replication,50,replication,0,9,270,0.7012
50-replication,50,replication,0,10,300,0.7736
50-replication,50,replication,0,11,330,0.8237
50-replication,50,replication,0,12,360,0.8549
50-replication,50,replication,0,13,390,0.886
50-replication,50,replication,0,14,420,0.9186
50-replication,50,replication,0,15,450,0.9526
50-replication,50,replication,0,16,480,0.9782
50-replication,50,replication,0,17,510,0.9889
50-replication,50,replication,0,18,540,0.9948
50-replication,50,replication,0,19,570,0.998
50-replication,50,replication,0,20,600,0.9991
50-replication,50,replication,0,21,630,1
50-replication,50,replication,0,22,660,1
50-replication,50,replication,0,23,690,1
